text	label	original_label
earnest as a community-college advertisement 	negative	negative
a wholesome fantasy for kids 	positive	positive
best irish sense 	positive	positive
flaccid satire and what 	negative	negative
's denial of sincere grief and mourning in favor of bogus spiritualism 	negative	negative
cheap , vulgar dialogue and a plot that crawls along at a snail 's pace 	negative	negative
of an adoring , wide-smiling reception 	positive	positive
easy to be bored by as your abc 's 	negative	negative
under-rehearsed and 	negative	negative
utterly ridiculous 	negative	negative
odd and pixilated 	negative	negative
because there 's no rooting interest 	negative	negative
grown-up voice 	positive	positive
though the story ... is hackneyed , the characters have a freshness and modesty that transcends their predicament . 	positive	positive
painfully slow 	negative	negative
a true 	positive	positive
comedy since being john malkovich 	positive	positive
as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , 	positive	positive
truth 	positive	positive
's not only dull because we 've seen ( eddie ) murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed 	negative	negative
that pretends to be passionate and truthful but is really frustratingly timid and soggy 	negative	negative
a watch 	positive	positive
simply stupid , 	negative	negative
hurts to watch 	negative	negative
picked me up 	positive	positive
celebrates the hardy spirit of cuban music 	positive	positive
tov to a film about a family 's joyous life acting on the yiddish stage . 	positive	positive
damned 	negative	negative
kwan is a master of shadow , quietude , and room noise 	positive	positive
is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story . 	negative	negative
spooks 	negative	negative
, rent the disney version . 	negative	negative
is a warm and well-told tale of one recent chinese immigrant 's experiences in new york city . 	positive	positive
get more re-creations of all those famous moments from the show 	positive	positive
another cool crime movie that actually manages to bring something new into the mix 	positive	positive
has its rewards 	positive	positive
genuinely moving and wisely unsentimental drama 	positive	positive
quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time 	positive	positive
` linklater fans , or pretentious types who want to appear avant-garde will suck up to this project ... ' 	negative	negative
stealing harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable 	negative	negative
acknowledges upfront that the plot makes no sense , 	negative	negative
is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama 	positive	positive
's hard to resist his pleas to spare wildlife and respect their environs 	positive	positive
think they 	negative	negative
a tribute 	positive	positive
uptight 	negative	negative
a trove 	positive	positive
putrid writing , direction and timing with a smile that says , ` if i stay positive , maybe i can channel one of my greatest pictures , drunken master . ' 	negative	negative
with just as much intelligence 	positive	positive
surprising highs , 	positive	positive
to see three splendid actors 	positive	positive
comes off like a bad imitation of the bard . 	negative	negative
the film is enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i 've ever seen in the many film and stage adaptations of the work . 	positive	positive
could be a movie that ends up slapping its target audience in the face by shooting itself in the foot 	negative	negative
hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart 	positive	positive
a film that relies on personal relationships 	positive	positive
ratliff 's two previous titles , plutonium circus and purgatory county show his penchant for wry , contentious configurations , and this film is part of that delicate canon 	positive	positive
the huskies are beautiful , the border collie is funny and the overall feeling is genial and decent . 	positive	positive
intellectually and logistically 	positive	positive
to gluing you to the edge of your seat 	positive	positive
the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project 	negative	negative
you wo n't have any trouble getting kids to eat up these veggies . 	positive	positive
real-life strongman ahola lacks the charisma and ability to carry the film on his admittedly broad shoulders . 	negative	negative
freedom the iranian people already possess , with or without access to the ballot box 	positive	positive
it ends up being surprisingly dull 	negative	negative
the film 's conclusion powerful and satisfying 	positive	positive
be better to wait for the video 	negative	negative
something more user-friendly 	negative	negative
heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene 's story ends 	positive	positive
for putting together any movies of particular value or merit 	positive	positive
smart and fun , but far more witty 	positive	positive
the vagueness of topical excess 	negative	negative
degraded things 	negative	negative
family drama 	positive	positive
the funniest motion 	positive	positive
anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity . 	negative	negative
if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows . 	negative	negative
with an inauspicious 	negative	negative
( and lovely 	positive	positive
likely to have decades of life as a classic movie franchise ? 	positive	positive
continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage . 	negative	negative
shafer to navigate spaces both large ... and small ... with considerable aplomb 	positive	positive
toilet humor , 	negative	negative
a mischievous visual style and oodles of charm 	positive	positive
the long-faced sad sack 	negative	negative
the finest films of the year 	positive	positive
it 's refreshing that someone understands the need for the bad boy 	positive	positive
undone by howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject 	negative	negative
one of the year 's best 	positive	positive
originality 	positive	positive
it may scream low budget , but this charmer has a spirit that can not be denied 	positive	positive
lacking any of the rollicking dark humor so necessary 	negative	negative
she fails to provoke them . 	negative	negative
its and pieces of the hot chick are so hilarious 	positive	positive
this equally derisive clunker 	negative	negative
by which time it 's impossible to care who wins 	negative	negative
is more interesting ( and funnier ) 	positive	positive
this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end 	positive	positive
is not show-stoppingly hilarious , but scathingly witty nonetheless . 	positive	positive
any real raw emotion , which is fatal for a film that relies on personal relationships 	negative	negative
is a great yarn 	positive	positive
serenity and discipline 	positive	positive
unpretentious 	positive	positive
most purely enjoyable 	positive	positive
's kinda dumb 	negative	negative
who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows 	positive	positive
about cleverness , wit or any other kind of intelligent humor 	positive	positive
come out in various wet t-shirt and shower scenes 	negative	negative
could n't be better as a cruel but weirdly likable wasp matron 	positive	positive
of the most beautiful , evocative works i 've seen 	positive	positive
yiddish stage 	positive	positive
weirdly , broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car . 	negative	negative
cranky adults 	negative	negative
a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity 	positive	positive
serviceability , but 	negative	negative
perfectly entertaining 	positive	positive
of an already obscure demographic 	negative	negative
stanley kwan has directed not only one of the best gay love stories ever made , but 	positive	positive
gary larson 's far side humor 	positive	positive
hit that may strain adult credibility . 	negative	negative
'll love it and 	positive	positive
, wide-smiling reception 	positive	positive
the acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff . 	negative	negative
keeps being cast in action films when none of them are ever any good 	negative	negative
its indulgent two-hour-and-fifteen-minute length 	negative	negative
loves them 	positive	positive
of the film 's shooting schedule waiting to scream 	negative	negative
a guilty pleasure to watch 	positive	positive
uses modern technology to take the viewer inside the wave . 	positive	positive
's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese . 	negative	negative
intellectual masterpieces 	positive	positive
eyes 	positive	positive
of your eyes 	positive	positive
left a few crucial things out 	negative	negative
that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style 	positive	positive
egocentricities 	negative	negative
the script is too mainstream and the psychology too textbook to intrigue . 	negative	negative
a cheap cliché 	negative	negative
fairly involving as far as it goes 	positive	positive
a delightfully dour , deadpan tone 	positive	positive
combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster 's path of destruction 	negative	negative
devoted to the insanity of black 	negative	negative
it has plenty of laughs . 	positive	positive
not-very-funny comedy 	negative	negative
her skin 	positive	positive
is grossly contradictory 	negative	negative
unimaginatively foul-mouthed 	negative	negative
becomes lifeless and falls apart like a cheap lawn chair . 	negative	negative
most impressive player 	positive	positive
the mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs . 	positive	positive
an 88-minute rip-off 	negative	negative
a treat 	positive	positive
is given passionate , if somewhat flawed , treatment . 	positive	positive
its one good idea 	positive	positive
of california 	positive	positive
is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients 	positive	positive
the unthinkable , the unacceptable , the unmentionable 	negative	negative
across as darkly funny , energetic , and surprisingly gentle 	positive	positive
workplace ambition 	positive	positive
disintegrating bloodsucker computer effects and jagged camera moves 	negative	negative
wishy-washy melodramatic movie 	negative	negative
as you peek at it through the fingers in front of your eyes 	positive	positive
critics be damned . 	positive	positive
of love , longing , and voting 	positive	positive
love it 	positive	positive
it 's a sit down and ponder affair 	positive	positive
that good 	positive	positive
a movie just for friday fans , critics be damned . 	positive	positive
completely forgettable 	negative	negative
uncompromising , difficult and 	negative	negative
underscore the importance of family tradition and familial community 	positive	positive
light-hearted profile 	positive	positive
a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition 	negative	negative
undoubtedly play well in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution 	positive	positive
cool event 	positive	positive
the choices we make underneath such a mountain of clichés and borrowed images 	negative	negative
more likely to induce sleep than fright 	negative	negative
cheap-looking version 	negative	negative
winner 	positive	positive
, wall-to-wall good time 	positive	positive
lovely flakiness 	positive	positive
a filmmaker of impressive talent 	positive	positive
eloquent , deeply felt 	positive	positive
it 's more of the ` laughing at ' variety than the ` laughing with 	negative	negative
an extreme action-packed film 	positive	positive
understanding a unique culture that is presented with universal appeal 	positive	positive
to convince us of that all on their own 	positive	positive
most watchable film 	positive	positive
that criticizing feels more like commiserating 	negative	negative
a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother 's hold over her . 	positive	positive
enhances the quality of neil burger 's impressive fake documentary . 	positive	positive
compulsively watchable 	positive	positive
turned them into a 90-minute movie that feels five hours long 	negative	negative
a shrewd and effective film 	positive	positive
too difficult 	negative	negative
independent-community guiding lights 	positive	positive
you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did 	positive	positive
a smart , 	positive	positive
against all odds 	positive	positive
a stable-full of solid performances 	positive	positive
a finely written 	positive	positive
the spark of imagination that might have made it an exhilarating 	positive	positive
astonishingly 	positive	positive
, `` far from heaven '' is a masterpiece . 	positive	positive
, provocative 	positive	positive
a light , yet engrossing piece . 	positive	positive
of bubba ho-tep 's clearly evident quality 	positive	positive
of those comedies that just seem like a bad idea from frame one 	negative	negative
essentially a collection of bits -- and they 're all naughty . 	positive	positive
with appropriate ferocity and thoughtfulness 	positive	positive
a slow-moving police-procedural thriller that 	negative	negative
a delightfully dour , 	positive	positive
is tedious though ford and neeson capably hold our interest , but its just not a thrilling movie 	negative	negative
an enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty 	positive	positive
which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run 	negative	negative
has the chops of a smart-aleck film school brat and the imagination of a big kid ... 	positive	positive
sustain a reasonable degree of suspense 	positive	positive
pummel us with phony imagery or music 	negative	negative
that does n't reveal even a hint of artifice 	negative	negative
mr. murray , a prolific director of music videos 	positive	positive
above its oh-so-hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism 	positive	positive
this is n't exactly profound cinema , but it 's good-natured and sometimes quite funny . 	positive	positive
with a cause 	positive	positive
a backstage must-see 	positive	positive
has elements of romance , tragedy and even silent-movie comedy 	positive	positive
off 	negative	negative
-- more revealing , more emotional and more surprising -- 	positive	positive
losing his touch 	negative	negative
is ) a fascinating character , and 	positive	positive
best ensemble casts 	positive	positive
this breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are . 	positive	positive
suspense , surprise 	positive	positive
characters that bring the routine day to day struggles of the working class to life 	positive	positive
wild-and-woolly 	positive	positive
smarter and more attentive than it first sets out to be . 	positive	positive
the pleasure of his sounds and images 	positive	positive
should never , ever , 	negative	negative
, uncouth , incomprehensible , vicious and absurd 	negative	negative
formulaic sports drama that carries a charge of genuine excitement 	positive	positive
entertains not 	negative	negative
, the film operates nicely off the element of surprise , 	positive	positive
of this year 's very best pictures 	positive	positive
the only entertainment you 'll derive from this choppy and sloppy affair will be from unintentional giggles -- several of them . 	negative	negative
tepid and tedious 	negative	negative
could easily wait for your pay per view dollar 	negative	negative
the best way 	positive	positive
also rocks 	positive	positive
it 's pauly shore awful . 	negative	negative
a fresh , entertaining comedy 	positive	positive
well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six . 	negative	negative
the relentless gaiety 	negative	negative
the film its flaws 	negative	negative
the emperor 's club turns a blind eye to the very history it pretends to teach . 	negative	negative
breach gaps in their relationships with their fathers 	positive	positive
the gutless direction 	negative	negative
nolan 's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth . 	positive	positive
is a superior horror flick 	positive	positive
most genuinely sweet films 	positive	positive
dancing , singing , and unforgettable characters 	positive	positive
cloying messages 	negative	negative
's lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay 	negative	negative
there 's an admirable rigor to jimmy 's relentless anger , and to the script 's refusal of a happy ending , 	negative	negative
hampered by taylor 's cartoonish performance and the film 's ill-considered notion that hitler 's destiny was shaped by the most random of chances 	negative	negative
a flat script and a low budget 	negative	negative
poetry in motion 	positive	positive
love cinema paradiso , whether the original version or new director 's cut 	positive	positive
painfully 	negative	negative
is beginning to feel 	positive	positive
the film offers an intriguing what-if premise . 	positive	positive
a crowd-pleaser , but then 	positive	positive
also reminds us of our own responsibility to question what is told as the truth 	positive	positive
like an extreme action-packed film 	positive	positive
generally light enough 	positive	positive
look at morality , family , and social expectation 	positive	positive
hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about 	negative	negative
the courage of its convictions 	positive	positive
the audience in the travails of creating a screenplay 	positive	positive
is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride 	negative	negative
, it throws you for a loop . 	positive	positive
flashy editing style 	positive	positive
of parental failings 	negative	negative
much tongue in cheek in the film 	positive	positive
with flashbulb editing as cover for the absence of narrative continuity 	negative	negative
the story plays out slowly , 	negative	negative
worthwhile documentary 	positive	positive
is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction 	negative	negative
a well-done film of a self-reflexive , philosophical nature . 	positive	positive
into brutally labored and unfunny hokum 	negative	negative
diminishing his stature from oscar-winning master 	negative	negative
... spiced with humor ( ' i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ) and witty updatings ( silver 's parrot has been replaced with morph , a cute alien creature who mimics everyone and everything around ) 	positive	positive
city by the sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast . 	negative	negative
comes down to whether you can tolerate leon barlow . 	negative	negative
, easily substitutable 	negative	negative
is dark , brooding and slow , and takes its central idea way too seriously . 	negative	negative
this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment . 	positive	positive
that and it 's what makes their project so interesting 	positive	positive
's a charismatic charmer likely to seduce and conquer 	positive	positive
is downright doltish and uneventful 	negative	negative
decent material 	positive	positive
his latest effort , 	positive	positive
deadpan tone 	negative	negative
like the best 60 minutes exposé , the film ( at 80 minutes ) is actually quite entertaining . 	positive	positive
viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess . 	negative	negative
the dreams of youth 	positive	positive
unfortunately , carvey 's rubber-face routine is no match for the insipid script he has crafted with harris goldberg . 	negative	negative
, it 's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss . 	positive	positive
embrace small , sweet ` evelyn 	positive	positive
admirable quality 	positive	positive
a movie that will leave you wondering about the characters ' lives after the clever credits roll 	positive	positive
a slight but sweet film . 	positive	positive
engaging offbeat touches 	positive	positive
's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long 	negative	negative
, it offers hope 	positive	positive
an especially well-executed television movie 	positive	positive
... is less concerned with cultural and political issues than doting on its eccentric characters . 	negative	negative
this somber picture reveals itself slowly , intelligently , artfully . 	positive	positive
funny , somber , absurd , and , finally , achingly sad , 	positive	positive
a great deal 	positive	positive
a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world 	positive	positive
faithful portraiture 	positive	positive
a well-made and satisfying thriller 	positive	positive
frustrating ` tweener ' 	negative	negative
slap 	negative	negative
, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . 	positive	positive
is a hilarious place to visit 	positive	positive
it labors as storytelling . 	negative	negative
wow fans 	positive	positive
a hoot in a bad-movie way 	negative	negative
overlong and 	negative	negative
've got something pretty damn close 	positive	positive
it might not be 1970s animation , 	negative	negative
a feel-good movie that 	positive	positive
who liked there 's something about mary and both american pie movies 	positive	positive
actually hurts to watch . 	negative	negative
a manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse 	negative	negative
contemporary southern adolescence 	positive	positive
the film sounds like the stuff of lurid melodrama 	negative	negative
a riot to see rob schneider in a young woman 's clothes 	positive	positive
gets tiresome 	negative	negative
are about a half dozen young turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence . 	negative	negative
nazi politics and aesthetics 	negative	negative
a waste of fearless purity in the acting craft . 	negative	negative
even a must-see 	positive	positive
lighting that emphasizes every line and sag 	negative	negative
is great 	positive	positive
bring on the sequel . 	positive	positive
catapulting the artist into her own work 	positive	positive
confusing on one level or another 	negative	negative
refreshingly clear 	positive	positive
's easy to like and always 	positive	positive
, builds to a crescendo that encompasses many more paths than we started with 	positive	positive
diaz , applegate , blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused . 	positive	positive
instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy 	positive	positive
to better understand why this did n't connect with me would require another viewing , and i wo n't be sitting through this one again ... that in itself is commentary enough . 	negative	negative
perceptive , taut , piercing and feisty 	positive	positive
fail to capture its visual appeal or its atmosphere 	negative	negative
sets out to entertain and 	positive	positive
wonderful thing 	positive	positive
you wish had been developed with more care 	negative	negative
down on their working-class subjects 	negative	negative
stale gags 	negative	negative
cold , pretentious , 	negative	negative
to this shocking testament to anti-semitism and neo-fascism 	negative	negative
one of the best films 	positive	positive
much about any aspect of it , from its cheesy screenplay 	negative	negative
the threat implied in the title pokémon 4ever is terrifying -- like locusts in a horde these things will keep coming . 	negative	negative
to keep our interest 	positive	positive
undeniable enjoyment to be had from films crammed with movie references 	positive	positive
the screen in frustration 	negative	negative
is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about . 	negative	negative
is a satisfying well-made romantic comedy that 's both charming and well acted . 	positive	positive
belongs in the too-hot-for-tv direct-to-video/dvd category , and this is why i have given it a one-star rating . 	negative	negative
demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop 	positive	positive
invited to the party 	positive	positive
only are the film 's sopranos gags incredibly dated and unfunny 	negative	negative
stuck with a script that prevents them from firing on all cylinders 	negative	negative
for illustrating the merits of fighting hard for something that really matters 	positive	positive
drag on 	negative	negative
this is a movie full of grace and , ultimately , hope . 	positive	positive
worked wonders 	positive	positive
i 've seen some bad singer-turned actors , but lil bow wow takes the cake . 	negative	negative
the holes in this film remain agape -- 	negative	negative
if you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix 	negative	negative
however , manages just to be depressing , as the lead actor phones in his autobiographical performance . 	negative	negative
if you 're in the mood for something more comfortable than challenging 	positive	positive
more frustrating than a modem that disconnects every 10 seconds 	negative	negative
remarkably accessible and haunting 	positive	positive
too much kid-vid 	negative	negative
fessenden continues to do interesting work , 	positive	positive
i was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an american-russian armageddon . 	positive	positive
ultimately unpredictable 	positive	positive
enjoyed 	positive	positive
unemployment 	negative	negative
more than she can handle 	negative	negative
a spontaneity 	positive	positive
be more timely in its despairing vision of corruption 	negative	negative
moving and not infrequently breathtaking 	positive	positive
it 's enough to watch huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that chabrol spins . 	positive	positive
a work of extraordinary journalism , but it is also a work of deft and subtle poetry . 	positive	positive
cautions 	negative	negative
with imbecilic mafia 	negative	negative
yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with shimizu is very believable . 	positive	positive
will be greek to anyone not predisposed to the movie 's rude and crude humor 	negative	negative
's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started 	positive	positive
ivan is a prince of a fellow 	positive	positive
has virtually nothing to show 	negative	negative
it looks good , 	positive	positive
of a vastly improved germanic version of my big fat greek wedding 	positive	positive
the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart 	positive	positive
makes me say the obvious : abandon all hope of a good movie ye who enter here 	negative	negative
assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him 	positive	positive
oddly humorous 	positive	positive
heady , biting , be-bop 	positive	positive
funny in a sick , twisted sort of way . 	positive	positive
might be like trying to eat brussels sprouts 	negative	negative
sharp as a samurai sword 	positive	positive
it 's always fascinating to watch marker the essayist at work . 	positive	positive
hits a nerve 	negative	negative
it 's a loathsome movie , it really is and it makes absolutely no sense 	negative	negative
transcends 	positive	positive
than most third-rate horror sequels 	negative	negative
does n't work . 	negative	negative
in a collectively stellar performance 	positive	positive
silly rather than 	negative	negative
seen some bad singer-turned actors 	negative	negative
a definitive counter-cultural document 	positive	positive
paints - of a culture in conflict with itself , 	positive	positive
a fragile framework 	negative	negative
plotting and mindless action 	negative	negative
a road-trip movie that 's surprisingly short of both adventure and song 	negative	negative
is the needlessly poor quality of its archival prints and film footage . 	negative	negative
you 're an agnostic carnivore 	negative	negative
to recommend secretary , based on the wonderful acting clinic put on by spader and gyllenhaal 	positive	positive
able to tear their eyes away from the screen 	positive	positive
fare with real thematic heft 	positive	positive
new york 's finest and a nicely understated expression of the grief 	positive	positive
full of stunning images and effects 	positive	positive
savvy director robert j. siegel and his co-writers keep the story subtle and us in suspense . 	positive	positive
bad love 	positive	positive
but as you watch the movie , you 're too interested to care . 	positive	positive
cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most . 	positive	positive
this is unusual , food-for-thought cinema that 's as entertaining as it is instructive . 	positive	positive
the story 's scope and pageantry are mesmerizing , and mr. day-lewis roars with leonine power 	positive	positive
yakusho , as always , is wonderful as the long-faced sad sack ... 	positive	positive
made me want to scream 	negative	negative
dicaprio 's best performance 	positive	positive
for the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach 	negative	negative
neither original 	negative	negative
about the worst thing 	negative	negative
out-bad-act the other 	negative	negative
easily the most thoughtful fictional examination 	positive	positive
cinematic touchstone 	positive	positive
fairly weak retooling 	negative	negative
just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills . 	negative	negative
is n't that funny 	negative	negative
it 's a loathsome movie , 	negative	negative
thanks largely to williams , all the interesting developments are processed in 60 minutes 	positive	positive
this film : honest 	positive	positive
a haunting ode to humanity 	positive	positive
lowly studio hack 	negative	negative
the irrelevant as on the engaging , which gradually turns what time 	negative	negative
pallid 	negative	negative
authentically vague , but ultimately purposeless , study 	negative	negative
lawrence desperately looks elsewhere , seizing on george 's haplessness and lucy 's personality tics . 	negative	negative
is one of the best-sustained ideas i have ever seen on the screen . 	positive	positive
slaloming through its hackneyed elements 	negative	negative
the english call ` too clever by half 	positive	positive
certainly ranks as the most original in years . 	positive	positive
read ` seeking anyone with acting ambition but no sense of pride or shame 	negative	negative
ambiguous enough to be engaging and 	positive	positive
outstanding 	positive	positive
humor , verve and fun 	positive	positive
... a guiltless film for nice evening out . 	positive	positive
we never truly come to care about the main characters and whether or not they 'll wind up together , and michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest . 	negative	negative
the comic touch 	positive	positive
it won -- and wins still 	positive	positive
, you 'd better have a good alternative 	negative	negative
climactic setpiece 	positive	positive
has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control 	positive	positive
as it is instructive 	positive	positive
argento 	positive	positive
, secretary takes the most unexpected material and handles it in the most unexpected way . 	positive	positive
of inept filmmaking 	negative	negative
is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories . 	negative	negative
exploitative for the art houses and 	negative	negative
just a simple fable done in an artless sytle , but it 's tremendously moving 	positive	positive
labute continues to improve . 	positive	positive
all of the elements are in place for a great film noir , but director george hickenlooper 's approach to the material is too upbeat . 	negative	negative
pulling the plug on the conspirators and averting an american-russian armageddon 	positive	positive
the most poorly staged and lit action 	negative	negative
all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons 	positive	positive
high-strung 	negative	negative
effective in all its aspects 	positive	positive
can not help but love cinema paradiso , whether the original version or new director 's cut . ' 	positive	positive
is an inspirational love story , 	positive	positive
frustrating misfire 	negative	negative
's a good yarn-spinner 	positive	positive
the great films about movie love 	positive	positive
, unaware that it 's the butt of its own joke . 	negative	negative
needed a little less bling-bling and a lot more romance . 	negative	negative
the job done , running off the limited chemistry created by ralph fiennes and jennifer lopez 	negative	negative
exploitation 	negative	negative
upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work 	negative	negative
reassures us that he will once again be an honest and loving one 	positive	positive
ready to go to the u.n. and ask permission for a preemptive strike 	negative	negative
designed to fill time , 	negative	negative
conventional thriller 	positive	positive
the disappointingly generic nature 	negative	negative
an important movie 	positive	positive
to make enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' 	positive	positive
, awe-inspiring visual poetry 	positive	positive
self-centered 	negative	negative
soulful nuances 	positive	positive
its recycled aspects , implausibility , 	negative	negative
the one-liners are snappy , the situations volatile and 	positive	positive
starting 	positive	positive
riveting and surprisingly romantic ride 	positive	positive
the right choices 	positive	positive
's hardly over before it begins to fade from memory 	negative	negative
an incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic . 	negative	negative
unforced , rapid-fire delivery 	positive	positive
a rude black comedy about the catalytic effect a holy fool 	negative	negative
every cheap trick in the book trying to make the outrage 	negative	negative
particularly joyless 	negative	negative
alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise . 	positive	positive
the funnier movies 	positive	positive
wooden performances 	negative	negative
self-promotion ends and 	positive	positive
fails to convince the audience that these brats will ever be anything more than losers . 	negative	negative
the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` dungeons and dragons '' fantasy with modern military weaponry ... 	negative	negative
has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , 	positive	positive
demonstrates that werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken . 	positive	positive
most enchanting film 	positive	positive
( siegel ) and co-writers lisa bazadona and grace woodard have relied too much on convention in creating the characters who surround frankie . 	negative	negative
agile 	positive	positive
cuts to the chase of the modern girl 's dilemma 	positive	positive
the movie dawdle in classic disaffected-indie-film mode 	negative	negative
seeks to rely on an ambiguous presentation 	negative	negative
from each film 	positive	positive
soulful , scathing and 	positive	positive
, avarice and damaged dreams 	negative	negative
an abyss 	negative	negative
wisdom and humor 	positive	positive
well worth revisiting as many times 	positive	positive
, he has at least one more story to tell : his own . 	positive	positive
we did n't get more re-creations of all those famous moments from the show 	negative	negative
adds enough quirky and satirical touches 	positive	positive
have viewers guessing just who 's being conned right up to the finale 	positive	positive
the best little `` horror '' movie 	positive	positive
it 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space 	positive	positive
this ` we 're - doing-it-for - the-cash ' sequel 	negative	negative
bray is completely at sea ; with nothing but a savage garden music video on his resume , he has no clue about making a movie . 	negative	negative
, secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism . 	positive	positive
of scorn 	negative	negative
the finest kind 	positive	positive
